seed_id,canonical_source_id,source_name,source_url,tier,adapter_key,access_posture_hint,source_health_status,catalog_accounting_bucket,resolver_url_status,health_evidence
nf-seed-2026-st-027,nf:source:nf-seed-2026-st-027,Montana Office of Indian Country Economic Development (OICED) – Dept. of Commerce,https://commerce.mt.gov/Business/Indian-Country/Indian-Country-Financial-Assistance/,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-028,nf:source:nf-seed-2026-st-028,Nebraska Indian Affairs Commission (NIAC),https://indianaffairs.state.ne.us,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-029,nf:source:nf-seed-2026-st-029,Nevada Governor's Office of Indian Affairs (GOIA),https://www.nv.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-030,nf:source:nf-seed-2026-st-030,New Hampshire Commission on Native American Affairs,https://www.nh.gov/nhcnaa/,2,state_portal_generic,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-st-031,nf:source:nf-seed-2026-st-031,New Jersey Commission on American Indian Affairs,https://www.nj.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-032,nf:source:nf-seed-2026-st-032,New Mexico Indian Affairs Department (NMIAD),https://www.iad.nm.gov,2,state_portal_generic,login,degraded,login_gated,resolved,access_posture_hint=login
nf-seed-2026-st-033,nf:source:nf-seed-2026-st-033,New York State Office of General Services – Interagency Task Force on Native Americans,https://www.dos.ny.gov/community/native_american.html,2,state_portal_generic,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-st-034,nf:source:nf-seed-2026-st-034,North Carolina Commission of Indian Affairs (NCCIA),https://ncai.net,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-035,nf:source:nf-seed-2026-st-035,North Dakota Indian Affairs Commission (NDIAC),https://www.indianaffairs.nd.gov/grants,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-036,nf:source:nf-seed-2026-st-036,No dedicated Ohio tribal-affairs commission,https://ohiohistory.org,2,state_portal_generic,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-st-037,nf:source:nf-seed-2026-st-037,Oklahoma Indian Affairs Commission (OIAC),https://www.ok.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-038,nf:source:nf-seed-2026-st-038,Governor's Tribal Liaison / Oregon Department of Land Conservation and Development (DLCD),https://www.oregon.gov/lcd/about/pages/tribal-relations.aspx,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-039,nf:source:nf-seed-2026-st-039,Pennsylvania Governor's Advisory Commission on Latino Affairs / Advisory on Native American Affairs,https://www.pa.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-040,nf:source:nf-seed-2026-st-040,Rhode Island Indian Council / Narragansett Indian Tribe Liaison,https://www.narragansettindiannation.org,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-041,nf:source:nf-seed-2026-st-041,South Carolina Commission for Minority Affairs – Native American Division,https://www.sc.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-042,nf:source:nf-seed-2026-st-042,South Dakota Department of Tribal Relations (SDDTR),https://sdtribalrelations.sd.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-043,nf:source:nf-seed-2026-st-043,Tennessee Commission of Indian Affairs (TCIA),https://www.tn.gov/sos,2,state_portal_generic,public,failing,dead_url,dead,resolver:url_dead_or_unresolved
nf-seed-2026-st-044,nf:source:nf-seed-2026-st-044,No formal state tribal affairs commission (Texas),https://www.thc.texas.gov/preserve,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-045,nf:source:nf-seed-2026-st-045,Utah Division of Indian Affairs (UDIA),https://indian.utah.gov,2,state_portal_generic,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-st-046,nf:source:nf-seed-2026-st-046,Vermont Commission on Native American Affairs (VCNAA),https://accd.vermont.gov/community-development/native-american-affairs,2,state_portal_generic,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-st-047,nf:source:nf-seed-2026-st-047,Virginia Council on Indians (VCI),https://www.dcr.virginia.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-048,nf:source:nf-seed-2026-st-048,Governor's Office of Indian Affairs (GOIA),https://goia.wa.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-049,nf:source:nf-seed-2026-st-049,No formal tribal affairs commission (West Virginia),https://wvculture.org,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-050,nf:source:nf-seed-2026-st-050,Wisconsin Governor's Indian Affairs Committee / Ho-Chunk Nation State Liaison,https://www.wisconsin.gov/Pages/Home.aspx,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-st-051,nf:source:nf-seed-2026-st-051,Wyoming State Historic Preservation Office – Tribal Consultation / Governor's Liaison,https://wyoshpo.wyo.gov,2,state_portal_generic,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-001,nf:source:nf-seed-2026-t3-001,NDN Collective — Community Action Fund (CAF),https://ndncollective.org/community-action-fund/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-002,nf:source:nf-seed-2026-t3-002,NDN Collective — Radical Imagination Fund,https://ndncollective.org/grant-opportunities/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-003,nf:source:nf-seed-2026-t3-003,NDN Collective — Community Self-Determination Fund,https://ndncollective.org/grant-opportunities/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-004,nf:source:nf-seed-2026-t3-004,NDN Collective — Collective Abundance Fund (CAF II),https://ndncollective.org/grant-opportunities/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-005,nf:source:nf-seed-2026-t3-005,Native Americans in Philanthropy (NAP) — Indigenous Tomorrows Fund (ITF),https://nativephilanthropy.org/itf,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-006,nf:source:nf-seed-2026-t3-006,First Peoples Fund — Cultural Capital Fellowship,https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-007,nf:source:nf-seed-2026-t3-007,First Peoples Fund — Native Performing Arts (NPA) Fellowship,https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-008,nf:source:nf-seed-2026-t3-008,First Peoples Fund — Native Performing Arts Live Production Grant (LPG),https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-009,nf:source:nf-seed-2026-t3-009,First Peoples Fund — Community Spirit Award (Jennifer Easton CSA),https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-010,nf:source:nf-seed-2026-t3-010,First Peoples Fund — Rooted Pathways (Native Arts Ecology Building),https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-011,nf:source:nf-seed-2026-t3-011,First Peoples Fund — Weaving Kinship (Native Arts Ecology Building),https://www.firstpeoplesfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-012,nf:source:nf-seed-2026-t3-012,First Nations Development Institute — Native Agriculture & Food Systems Initiative (NAFSI),https://www.firstnations.org/grants,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-013,nf:source:nf-seed-2026-t3-013,First Nations Development Institute — Reclaiming Native Truth Initiative Grants,https://www.firstnations.org/grants,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-014,nf:source:nf-seed-2026-t3-014,American Indian College Fund (AICF) — Full Circle Scholarships,https://collegefund.org/students/scholarships/,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-015,nf:source:nf-seed-2026-t3-015,American Indian College Fund (AICF) — Tribal College & University (TCU) Institutional Grants,https://collegefund.org/students/scholarships/,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-016,nf:source:nf-seed-2026-t3-016,Native Arts and Cultures Foundation (NACF) — Artist Fellowships,https://www.nativeartsandcultures.org/artist-fellowships,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-017,nf:source:nf-seed-2026-t3-017,Native Arts and Cultures Foundation (NACF) — Local Arts Support – Tribal Community Grants,https://www.nativeartsandcultures.org/tribal-community,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-018,nf:source:nf-seed-2026-t3-018,Association on American Indian Affairs (AAIA) — Scholarship Programs,https://www.indian-affairs.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-019,nf:source:nf-seed-2026-t3-019,Association on American Indian Affairs (AAIA) — Emergency Assistance Fund,https://www.indian-affairs.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-020,nf:source:nf-seed-2026-t3-020,Oweesta Corporation (First Nations Oweesta) — Native CDFI Capacity-Building Grants,https://www.oweesta.org/programs/,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-021,nf:source:nf-seed-2026-t3-021,Oweesta Corporation (First Nations Oweesta) — Native CDFI Seed Capital Grants (Goldman Sachs $10M fund),https://www.oweesta.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-022,nf:source:nf-seed-2026-t3-022,Partnership with Native Americans (PWNA) — Emergency Fund / Community Grants,https://www.nativepartnership.org/grants,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-023,nf:source:nf-seed-2026-t3-023,IllumiNative — Narrative Power Project Grants,https://illuminatives.org,3,foundation_org_page,public,failing,dead_url,dead,resolver:url_dead_or_unresolved
nf-seed-2026-t3-024,nf:source:nf-seed-2026-t3-024,Running Strong for American Indian Youth — Community Grants,https://indianyouth.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-025,nf:source:nf-seed-2026-t3-025,ANA Pacific / Native Hawaiian Organizations — ANA Pacific Grant Programs,https://www.anapacific.org/ana-grants/,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-026,nf:source:nf-seed-2026-t3-026,AISES (American Indian Science & Engineering Society) — Corporate Scholarship & Grants,https://www.aises.org/scholarships,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-027,nf:source:nf-seed-2026-t3-027,Honor the Earth — Environmental Justice Grants,https://www.honorearth.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-028,nf:source:nf-seed-2026-t3-028,Potlatch Fund — Capacity-Building Grants (Pacific Northwest),https://www.potlatchfund.org/grants,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-029,nf:source:nf-seed-2026-t3-029,Four Directions Community Health — Community Wellness Grants,https://fourdirections.org,3,foundation_org_page,public,failing,dead_url,dead,resolver:url_dead_or_unresolved
nf-seed-2026-t3-030,nf:source:nf-seed-2026-t3-030,Seventh Generation Fund for Indigenous Peoples — Project Grants,https://7genfund.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-031,nf:source:nf-seed-2026-t3-031,First Americans Education Project — Education Initiative Grants,https://firstamericanseducation.org,3,foundation_org_page,public,failing,dead_url,dead,resolver:url_dead_or_unresolved
nf-seed-2026-t3-032,nf:source:nf-seed-2026-t3-032,Native Forward Scholars Fund (AIHEC) — Scholarship Programs,https://www.nativeforward.org/scholarships,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-033,nf:source:nf-seed-2026-t3-033,Christensen Fund — Biocultural Diversity Grants – North America,https://www.christensenfund.org/what-we-fund/north-america/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-034,nf:source:nf-seed-2026-t3-034,First Nations Development Institute — Investing in Native Community Assets,https://www.firstnations.org/grants,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-035,nf:source:nf-seed-2026-t3-035,"W.K. Kellogg Foundation — Truth, Racial Healing & Transformation – Native track",https://www.wkkf.org/what-we-do/racial-equity/truth-racial-healing-transformation,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-036,nf:source:nf-seed-2026-t3-036,Native Health Initiative (NHI) — Community Health Grants,https://nativehealthinitiative.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-037,nf:source:nf-seed-2026-t3-037,Tribal College Fund – American Indian Higher Education Consortium (AIHEC) — AIHEC Member Institution Grants,https://www.aihec.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-038,nf:source:nf-seed-2026-t3-038,National Congress of American Indians (NCAI) — NCAI Tribal Resilience Program Grants,https://www.ncai.org/initiatives/partnerships-grants,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-039,nf:source:nf-seed-2026-t3-039,United South and Eastern Tribes (USET) Sovereignty Protection Fund — USET SPF Grants & Programs,https://usetinc.org/resources/,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-040,nf:source:nf-seed-2026-t3-040,Affiliated Tribes of Northwest Indians (ATNI) — ATNI Tribal Assistance Programs,https://www.atnitribes.org/programs/,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-041,nf:source:nf-seed-2026-t3-041,Inter Tribal Association of Arizona (ITCA) — ITCA Technical Assistance & Grant Programs,https://www.itcaonline.com/programs/,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-042,nf:source:nf-seed-2026-t3-042,Great Plains Tribal Chairman's Association (GPTCA) — GPTCA Health & Social Service Grants,https://www.gptca.net,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-043,nf:source:nf-seed-2026-t3-043,Southern California Tribal Chairmen's Association (SCTCA) — SCTCA Social Service & Health Grants,https://www.sctca.net,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-044,nf:source:nf-seed-2026-t3-044,Alaska Federation of Natives (AFN) — AFN Policy & Capacity Grants,https://www.nativefederation.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-045,nf:source:nf-seed-2026-t3-045,Tanana Chiefs Conference (TCC) — TCC Community Health & Social Services Grants,https://www.tananachiefs.org/grants,3,foundation_org_page,members,attention_needed,members_gated,login,access_posture_hint=members
nf-seed-2026-t3-046,nf:source:nf-seed-2026-t3-046,Association of Village Council Presidents (AVCP) — AVCP Health & Community Development Grants,https://www.avcp.org,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-047,nf:source:nf-seed-2026-t3-047,Kawerak Inc. — Kawerak Community Grants & Programs,https://www.kawerak.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-048,nf:source:nf-seed-2026-t3-048,Cook Inlet Tribal Council (CITC) — CITC Career Pathways & Social Services Grants / Wraparound Services,https://www.citci.org/programs/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-049,nf:source:nf-seed-2026-t3-049,Chickasaw Community Bank / First Nations — Chickasaw Economic Development Foundation Grants,https://www.chickasawnation.com/services/,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-050,nf:source:nf-seed-2026-t3-050,Native American Finance Officers Association (NAFOA) — Financial Capacity-Building Grants & Training Funds,https://www.nafoa.org,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-051,nf:source:nf-seed-2026-t3-051,National Indian Health Board (NIHB) — NIHB Public Health Capacity Grants,https://www.nihb.org/funding/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-052,nf:source:nf-seed-2026-t3-052,National Indian Head Start Directors Association (NIHSDA) — NIHSDA Early Childhood Program Grants,https://www.nihsda.org,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-053,nf:source:nf-seed-2026-t3-053,National Native American Bar Association (NNABA) — NNABA Legal Education Grants,https://www.nativeamericanbar.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-054,nf:source:nf-seed-2026-t3-054,First Nations Oweesta Corporation — Native CDFI Technical Assistance & Loan Capital,https://www.oweesta.org/programs/,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-055,nf:source:nf-seed-2026-t3-055,Native American Rights Fund (NARF) — NARF Pro Bono / Litigation Support,https://www.narf.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-056,nf:source:nf-seed-2026-t3-056,Council for Native Hawaiian Advancement (CNHA) — CNHA Community Grants & USDA Pass-through,https://www.hawaiiancouncil.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-057,nf:source:nf-seed-2026-t3-057,Kamehameha Schools — Community Grants & Education Initiatives,https://www.ksbe.edu/philanthropy/,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-058,nf:source:nf-seed-2026-t3-058,Papa Ola Lokahi — Native Hawaiian Health Care Systems Grants,https://www.papaolalokahi.org,3,foundation_org_page,login,attention_needed,blocked_login_portal,login,resolver:login_portal_on_public_hint_corrected
nf-seed-2026-t3-059,nf:source:nf-seed-2026-t3-059,Native Hawaiian Education Council (NHEC) — Native Hawaiian Education Program (NHEP) Sub-grants,https://nhec.net,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-060,nf:source:nf-seed-2026-t3-060,Cankdeska Cikana Community College – Tribal Colleges Resource Network — Intertribal College Resource Sharing Network,https://www.littlehoop.edu,3,foundation_org_page,members,attention_needed,members_gated,login,access_posture_hint=members
nf-seed-2026-t3-061,nf:source:nf-seed-2026-t3-061,Navajo Nation Division of Community Development — Navajo Nation Community Development Block Grant (NCDBG),https://www.navajo-nsn.gov,3,foundation_org_page,login,degraded,login_gated,resolved,access_posture_hint=login
nf-seed-2026-t3-062,nf:source:nf-seed-2026-t3-062,Tohono O'odham Community Action (TOCA) — TOCA Food Sovereignty Grants,https://www.tocaonline.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-063,nf:source:nf-seed-2026-t3-063,Intertribal Agriculture Council (IAC) — IAC Tribal Agriculture Technical Assistance Grants,https://www.indianag.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
nf-seed-2026-t3-064,nf:source:nf-seed-2026-t3-064,National Indian Education Association (NIEA) — NIEA Education Policy & Capacity Grants,https://www.niea.org,3,foundation_org_page,members,attention_needed,members_gated,resolved,access_posture_hint=members
nf-seed-2026-t3-065,nf:source:nf-seed-2026-t3-065,Native Voices Rising (NDN Collective + NAP partnership) — Native Voices Rising Rapid Response Fund,https://nativephilanthropy.org,3,foundation_org_page,public,healthy,activatable,resolved,resolver:activatable
